EXCHANGE%3DNYSEARCA
MARKET_OPEN_MINUTE=570
MARKET_CLOSE_MINUTE=960
INTERVAL=60
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
DATA=
TIMEZONE_OFFSET=-300
a1425652200,12.36,12.36,12.36,12.36,62220
1,12.37,12.37,12.37,12.37,600
2,12.37,12.37,12.37,12.37,24100
3,12.37,12.37,12.37,12.37,60000
4,12.37,12.37,12.37,12.37,100935
5,12.375,12.375,12.375,12.375,10100
8,12.38,12.38,12.38,12.38,10200
9,12.38,12.38,12.38,12.38,400
11,12.38,12.38,12.38,12.38,8800
16,12.39,12.39,12.39,12.39,4100
22,12.38,12.385,12.38,12.385,437
24,12.385,12.385,12.385,12.385,3500
26,12.39,12.39,12.39,12.39,47216
30,12.395,12.395,12.395,12.395,84400
32,12.39,12.39,12.39,12.39,87031
33,12.38,12.39,12.38,12.39,700
34,12.385,12.385,12.385,12.385,63400
35,12.385,12.385,12.385,12.385,200
36,12.385,12.385,12.385,12.385,600
37,12.385,12.385,12.385,12.385,1840
38,12.385,12.385,12.385,12.385,900
40,12.385,12.385,12.385,12.385,4260
46,12.375,12.38,12.375,12.38,21094
53,12.38,12.38,12.38,12.38,165
56,12.38,12.38,12.38,12.38,49042
57,12.38,12.38,12.38,12.38,39600
58,12.385,12.385,12.385,12.385,4200
60,12.38,12.385,12.38,12.385,82481
63,12.38,12.38,12.37,12.37,70332
64,12.385,12.385,12.38,12.38,126200
65,12.385,12.385,12.385,12.385,32900
73,12.375,12.38,12.375,12.38,86276
74,12.375,12.375,12.375,12.375,381
77,12.375,12.375,12.375,12.375,200
78,12.37,12.37,12.37,12.37,2000
83,12.37,12.37,12.37,12.37,125838
84,12.37,12.37,12.37,12.37,7100
85,12.365,12.365,12.365,12.365,21900
88,12.375,12.375,12.37,12.37,33259
90,12.38,12.38,12.375,12.38,1644291
94,12.37,12.37,12.37,12.37,239018
97,12.365,12.365,12.365,12.365,126
98,12.365,12.365,12.36,12.36,86500
99,12.365,12.365,12.365,12.365,110400
100,12.365,12.365,12.365,12.365,64300
101,12.365,12.365,12.365,12.365,133400
102,12.36,12.365,12.36,12.36,33900
103,12.36,12.36,12.36,12.36,8050
105,12.365,12.365,12.365,12.365,46600
106,12.365,12.365,12.365,12.365,55300
107,12.365,12.365,12.365,12.365,100
108,12.365,12.365,12.365,12.365,100
109,12.365,12.365,12.36,12.365,12077
110,12.355,12.365,12.355,12.36,78041
111,12.355,12.355,12.355,12.355,500
114,12.35,12.35,12.35,12.35,107086
115,12.345,12.345,12.345,12.345,362
118,12.35,12.35,12.35,12.35,88800
121,12.345,12.35,12.345,12.35,10214
122,12.345,12.345,12.345,12.345,700
123,12.345,12.345,12.345,12.345,400
124,12.345,12.345,12.345,12.345,600
128,12.335,12.345,12.335,12.345,16055
129,12.34,12.34,12.335,12.335,5096
135,12.33,12.335,12.325,12.33,247424
137,12.32,12.32,12.32,12.32,201503
141,12.32,12.32,12.32,12.32,1390
142,12.32,12.32,12.32,12.32,69708
143,12.32,12.32,12.32,12.32,6002
148,12.325,12.325,12.325,12.325,2600
149,12.325,12.325,12.325,12.325,100
151,12.33,12.33,12.33,12.33,1527
154,12.33,12.33,12.33,12.33,100
155,12.335,12.335,12.33,12.33,47911
163,12.33,12.33,12.33,12.33,16462
165,12.33,12.33,12.33,12.33,200
166,12.33,12.33,12.33,12.33,100
170,12.32,12.32,12.32,12.32,3699
171,12.315,12.315,12.315,12.315,16500
172,12.315,12.315,12.315,12.315,7100
177,12.32,12.32,12.32,12.32,100
178,12.32,12.32,12.32,12.32,500
179,12.32,12.32,12.32,12.32,6100
189,12.33,12.33,12.33,12.33,15300
198,12.33,12.33,12.33,12.33,100
200,12.33,12.33,12.33,12.33,6947
206,12.32,12.32,12.32,12.32,4300
209,12.32,12.32,12.32,12.32,888301
210,12.325,12.33,12.32,12.32,805316
215,12.33,12.33,12.325,12.33,946696
216,12.33,12.33,12.33,12.33,19988
217,12.33,12.33,12.33,12.33,5400
220,12.325,12.325,12.325,12.325,400
224,12.325,12.325,12.325,12.325,133
225,12.33,12.33,12.33,12.33,2500
227,12.33,12.33,12.33,12.33,28900
228,12.33,12.33,12.33,12.33,300
235,12.325,12.325,12.325,12.325,300
236,12.325,12.325,12.325,12.325,4900
237,12.325,12.325,12.325,12.325,4000
238,12.325,12.325,12.325,12.325,800
239,12.325,12.325,12.325,12.325,102773
240,12.325,12.33,12.325,12.33,900
241,12.325,12.325,12.325,12.325,200
242,12.325,12.325,12.325,12.325,1200
243,12.325,12.325,12.325,12.325,200
245,12.325,12.325,12.32,12.325,202100
246,12.325,12.325,12.325,12.325,2100
249,12.325,12.325,12.325,12.325,100
250,12.325,12.325,12.325,12.325,20300
251,12.325,12.325,12.325,12.325,100
252,12.325,12.325,12.325,12.325,300
253,12.325,12.325,12.325,12.325,9526
254,12.325,12.325,12.325,12.325,1200
255,12.325,12.325,12.325,12.325,400
256,12.325,12.325,12.325,12.325,25938
257,12.325,12.325,12.325,12.325,29600
258,12.325,12.325,12.325,12.325,25500
259,12.325,12.325,12.325,12.325,21000
260,12.325,12.325,12.325,12.325,10000
262,12.325,12.325,12.325,12.325,1100
263,12.325,12.325,12.325,12.325,1200
264,12.335,12.335,12.33,12.33,99911
265,12.335,12.335,12.335,12.335,1800
274,12.345,12.345,12.335,12.335,411762
276,12.345,12.345,12.345,12.345,100
277,12.345,12.345,12.345,12.345,200
280,12.345,12.345,12.345,12.345,2000
282,12.345,12.345,12.345,12.345,100
284,12.345,12.345,12.345,12.345,100
285,12.345,12.345,12.345,12.345,100
288,12.345,12.345,12.345,12.345,100
289,12.34,12.345,12.34,12.345,16371
292,12.335,12.34,12.335,12.34,91629
295,12.335,12.335,12.335,12.335,3200
299,12.335,12.335,12.335,12.335,100
300,12.335,12.335,12.335,12.335,2600
302,12.335,12.335,12.335,12.335,1700
306,12.335,12.335,12.335,12.335,5000
307,12.325,12.33,12.325,12.33,188300
308,12.325,12.325,12.325,12.325,10100
309,12.325,12.325,12.325,12.325,300
310,12.32,12.32,12.32,12.32,12500
311,12.32,12.32,12.32,12.32,78400
312,12.32,12.325,12.32,12.32,120231
314,12.315,12.315,12.315,12.315,10314
316,12.315,12.315,12.315,12.315,21656
317,12.315,12.315,12.315,12.315,7219
318,12.315,12.315,12.315,12.315,12000
320,12.315,12.315,12.315,12.315,204
322,12.315,12.32,12.315,12.315,12245
324,12.315,12.32,12.315,12.32,946
326,12.32,12.32,12.315,12.315,15200
