EXCHANGE%3DNYSEARCA
MARKET_OPEN_MINUTE=570
MARKET_CLOSE_MINUTE=960
INTERVAL=60
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
DATA=
TIMEZONE_OFFSET=-240
a1427203800,108.8,108.95,108.8,108.95,8887
1,108.95,108.95,108.95,108.95,100
4,108.95,108.95,108.95,108.95,250
5,108.85,108.85,108.85,108.85,390
8,108.84,108.84,108.84,108.84,100
11,108.64,108.64,108.64,108.64,200
12,108.65,108.65,108.65,108.65,100
16,108.63,108.63,108.63,108.63,100
28,108.8,108.8,108.8,108.8,100
33,108.96,108.96,108.96,108.96,442
34,108.92,108.92,108.91,108.91,2288
40,108.98,108.98,108.98,108.98,100
45,108.99,109.01,108.99,109.01,300
46,109.01,109.01,109.01,109.01,100
47,109.04,109.04,109.04,109.04,100
49,109.06,109.06,109.06,109.06,100
57,108.95,108.95,108.95,108.95,200
61,108.98,108.98,108.98,108.98,100
67,108.98,108.98,108.98,108.98,121
70,108.95,108.95,108.95,108.95,200
77,108.96,108.96,108.96,108.96,211
81,108.93,108.93,108.92,108.92,275
89,109.04,109.04,109.04,109.04,200
94,108.95,108.95,108.95,108.95,643
101,109.08,109.08,109.08,109.08,506
114,109.15,109.15,109.15,109.15,100
117,109.13,109.14,109.13,109.14,200
127,109.14,109.14,109.14,109.14,242
151,109.07,109.07,109.07,109.07,400
169,109.1,109.1,109.1,109.1,100
172,109.1,109.1,109.1,109.1,100
175,109.07,109.07,109.07,109.07,440
180,109.06,109.06,109.06,109.06,100
183,108.97,108.97,108.97,108.97,200
186,108.94,108.94,108.94,108.94,261
200,108.92,108.92,108.92,108.92,100
206,108.91,108.91,108.91,108.91,193
213,108.91,108.91,108.91,108.91,4000
216,108.93,108.93,108.93,108.93,200
225,108.9,108.9,108.9,108.9,153
233,108.95,108.95,108.95,108.95,275
240,108.74,108.74,108.74,108.74,100
246,108.76,108.76,108.76,108.76,100
259,108.75,108.75,108.75,108.75,275
260,108.73,108.73,108.73,108.73,300
264,108.82,108.82,108.82,108.82,275
277,108.69,108.69,108.69,108.69,100
280,108.74,108.74,108.74,108.74,175
296,108.615,108.62,108.615,108.62,1400
299,108.59,108.59,108.59,108.59,100
306,108.57,108.57,108.57,108.57,700
310,108.589,108.589,108.589,108.589,320
316,108.64,108.64,108.64,108.64,100
317,108.64,108.64,108.64,108.64,174
323,108.67,108.67,108.67,108.67,100
328,108.67,108.67,108.67,108.67,100
333,108.74,108.74,108.74,108.74,114
336,108.75,108.75,108.75,108.75,100
339,108.79,108.79,108.79,108.79,100
351,108.71,108.78,108.71,108.78,400
353,108.57,108.58,108.57,108.58,300
371,108.67,108.67,108.67,108.67,150
376,108.56,108.56,108.55,108.55,601
377,108.6,108.6,108.6,108.6,100
378,108.62,108.62,108.62,108.62,100
380,108.5,108.5,108.5,108.5,506
383,108.5,108.5,108.5,108.5,100
384,108.51,108.51,108.48,108.48,583
388,108.48,108.48,108.48,108.48,400
389,108.5,108.5,108.49,108.49,200
390,108.5,108.5,108.44,108.49,3569
a1427290200,108.49,108.49,108.49,108.49,7819
1,108.52,108.52,108.52,108.52,100
4,108.37,108.37,108.37,108.37,200
6,108.12,108.12,108.12,108.12,100
7,108,108,108,108,200
8,107.94,107.94,107.94,107.94,100
27,107.51,107.51,107.51,107.51,100
31,107.53,107.53,107.53,107.53,100
45,107.64,107.64,107.64,107.64,200
47,107.62,107.62,107.62,107.62,100
57,107.76,107.79,107.76,107.79,200
74,107.42,107.42,107.42,107.42,100
75,107.4,107.4,107.4,107.4,100
79,107.37,107.37,107.37,107.37,109
81,107.42,107.42,107.37,107.37,900
85,107.51,107.51,107.5,107.5,200
105,107.41,107.41,107.41,107.41,200
121,107.15,107.15,107.15,107.15,100
129,106.88,106.88,106.88,106.88,345
130,106.74,106.74,106.74,106.74,100
131,106.6,106.6,106.6,106.6,100
132,106.58,106.58,106.58,106.58,100
138,106.55,106.55,106.55,106.55,100
140,106.6,106.6,106.6,106.6,100
145,106.59,106.59,106.59,106.59,100
152,106.58,106.58,106.58,106.58,100
154,106.47,106.47,106.47,106.47,100
155,106.5,106.5,106.5,106.5,100
162,106.47,106.47,106.47,106.47,100
171,106.36,106.36,106.36,106.36,100
173,106.3,106.3,106.3,106.3,100
194,106.2,106.23,106.2,106.23,300
204,106.27,106.27,106.27,106.27,100
214,106.43,106.43,106.43,106.43,100
216,106.351,106.351,106.351,106.351,300
221,106.29,106.29,106.29,106.29,100
222,106.25,106.25,106.25,106.25,100
223,106.18,106.18,106.18,106.18,100
227,106.14,106.14,106.14,106.14,200
234,106.08,106.08,106.06,106.06,300
245,106.24,106.24,106.24,106.24,200
254,106.37,106.37,106.37,106.37,100
266,106.35,106.35,106.35,106.35,100
270,106.28,106.31,106.28,106.31,200
271,106.24,106.24,106.24,106.24,100
274,106.26,106.26,106.26,106.26,300
277,106.26,106.26,106.26,106.26,100
278,106.24,106.24,106.24,106.24,100
279,106.2,106.2,106.2,106.2,700
281,106.13,106.13,106.13,106.13,200
286,106.09,106.09,106.09,106.09,500
287,106.202,106.21,106.16,106.16,3900
299,106.24,106.24,106.24,106.24,100
301,106.3,106.3,106.3,106.3,100
302,106.27,106.27,106.27,106.27,100
307,106.21,106.21,106.21,106.21,100
317,106.09,106.09,106.09,106.09,100
321,106.15,106.15,106.15,106.15,100
332,106,106,106,106,970
341,105.92,105.92,105.92,105.92,100
346,106.029,106.029,106,106,200
350,105.96,105.96,105.96,105.96,100
351,105.95,105.95,105.95,105.95,400
352,105.96,105.96,105.96,105.96,100
354,105.85,105.85,105.85,105.85,1600
355,105.87,105.87,105.87,105.87,100
357,105.82,105.82,105.82,105.82,700
360,105.74,105.74,105.74,105.74,100
361,105.74,105.74,105.74,105.74,200
362,105.77,105.77,105.77,105.77,466
363,105.71,105.75,105.71,105.75,700
367,105.759,105.759,105.759,105.759,124
370,105.789,105.789,105.789,105.789,166
374,105.7,105.7,105.7,105.7,100
375,105.75,105.75,105.72,105.72,250
376,105.65,105.74,105.65,105.74,650
377,105.62,105.62,105.62,105.62,600
378,105.58,105.6,105.58,105.6,800
379,105.58,105.58,105.58,105.58,145
380,105.54,105.6,105.54,105.58,1200
381,105.55,105.55,105.55,105.55,200
382,105.52,105.54,105.52,105.54,800
384,105.55,105.55,105.54,105.54,600
385,105.5,105.529,105.5,105.529,725
386,105.569,105.569,105.569,105.569,143
388,105.62,105.62,105.61,105.61,341
389,105.58,105.6,105.57,105.6,979
390,105.52,105.55,105.51,105.55,4744
a1427376600,104.89,104.89,104.89,104.89,10046
1,104.53,104.8,104.53,104.8,7326
2,104.58,104.58,104.58,104.58,100
4,104.43,104.57,104.43,104.57,200
5,104.52,104.55,104.5,104.5,376
6,104.53,104.53,104.53,104.53,100
7,104.71,104.71,104.57,104.57,500
8,104.71,104.71,104.68,104.68,300
10,104.6,104.6,104.6,104.6,550
13,104.9,104.9,104.9,104.9,500
15,104.97,104.97,104.97,104.97,200
21,105.27,105.3,105.27,105.3,286
22,105.29,105.29,105.29,105.29,100
24,105.25,105.25,105.25,105.25,250
30,104.83,104.84,104.83,104.84,475
31,104.87,104.87,104.87,104.87,100
32,104.92,104.92,104.92,104.92,800
33,104.88,104.88,104.88,104.88,100
34,104.92,104.92,104.92,104.92,100
35,104.87,104.9,104.87,104.9,700
36,104.83,104.83,104.83,104.83,100
37,104.64,104.77,104.64,104.77,400
42,104.61,104.61,104.59,104.59,500
47,104.49,104.5,104.49,104.5,700
50,104.55,104.55,104.55,104.55,100
51,104.77,104.77,104.77,104.77,100
52,104.77,104.78,104.74,104.74,11965
53,104.75,104.75,104.75,104.75,900
54,104.73,104.75,104.73,104.75,200
55,104.74,104.74,104.74,104.74,400
56,104.78,104.78,104.78,104.78,100
59,104.86,104.86,104.86,104.86,100
62,104.78,104.78,104.78,104.78,100
64,104.93,104.96,104.93,104.96,200
65,104.91,104.91,104.91,104.91,306
66,104.97,104.97,104.97,104.97,100
68,105.07,105.07,105.07,105.07,100
69,105.14,105.14,105.14,105.14,200
78,105.13,105.13,105.13,105.13,100
81,105.24,105.24,105.24,105.24,200
84,105.24,105.24,105.23,105.23,780
88,105.33,105.33,105.33,105.33,100
