EXCHANGE%3DNASDAQ
MARKET_OPEN_MINUTE=570
MARKET_CLOSE_MINUTE=960
INTERVAL=60
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
DATA=
TIMEZONE_OFFSET=-300
a1424961000,195.85,195.85,195.85,195.85,961
73,195.6,195.6,195.6,195.6,511
95,195.8,195.8,195.8,195.8,110
142,195.942,195.942,195.942,195.942,422
157,195.58,195.58,195.58,195.58,300
173,195.3,195.3,195.3,195.3,1000
185,195.4292,195.4292,195.4292,195.4292,156
216,195.94,195.94,195.94,195.94,100
221,195.6175,195.6175,195.6175,195.6175,100
235,195.88,195.88,195.88,195.88,100
240,195.6962,195.6962,195.6962,195.6962,175
258,195.6345,195.6345,195.6345,195.6345,350
272,195.9516,195.9516,195.9516,195.9516,100
293,195.8799,195.8799,195.8799,195.8799,379
321,195.71,195.71,195.71,195.71,100
327,195.76,195.76,195.76,195.76,200
336,195.6199,195.6199,195.6199,195.6199,102
381,196,196,196,196,199
390,196,196,195.7301,195.7301,203
a1425047400,196.41,196.41,196.41,196.41,1295
6,196.41,196.41,196.41,196.41,600
10,196.3085,196.3999,196.3085,196.3999,700
19,195.6149,195.6149,195.6149,195.6149,474
40,196,196,196,196,250
57,195.956,195.96,195.956,195.96,290
79,196.1399,196.1399,196.1399,196.1399,380
92,196.0001,196.19,196.0001,196.175,535
94,196,196,196,196,100
117,195.692,195.692,195.692,195.692,200
146,195.935,195.935,195.935,195.935,100
149,195.68,195.68,195.68,195.68,300
152,195.8844,195.8844,195.8844,195.8844,102
187,195.95,195.95,195.8668,195.8668,200
189,195.725,195.725,195.725,195.725,150
193,195.9376,195.9376,195.9376,195.9376,1020
202,195.904,195.904,195.904,195.904,131
204,195.887,195.887,195.887,195.887,150
222,195.8465,195.8465,195.8465,195.8465,250
223,195.82,195.82,195.6,195.6,600
227,195.38,195.6,195.38,195.6,477
228,195.5701,195.5701,195.5701,195.5701,603
229,195.5701,195.5701,195.5701,195.5701,108
230,195.601,195.601,195.601,195.601,117
232,195.6878,195.6878,195.6878,195.6878,288
245,195.83,195.83,195.83,195.83,200
247,195.57,195.69,195.57,195.69,250
255,195.64,195.64,195.4,195.4,30080
272,195.68,195.68,195.68,195.68,200
282,195.52,195.52,195.52,195.52,100
284,195.61,195.61,195.52,195.52,200
336,195.01,195.01,195.01,195.01,100
341,195.2899,195.2899,195.2899,195.2899,100
342,195.2899,195.2899,195.2899,195.2899,500
345,195.0001,195.0001,195.0001,195.0001,100
355,195.248,195.248,195.248,195.248,256
377,195.2342,195.2342,195.2342,195.2342,500
382,195.12,195.12,195.12,195.12,128
388,195.28,195.28,195.25,195.25,200
390,195.36,195.36,195.36,195.36,100
a1425306600,195.8,195.8,195.8,195.8,3614
14,195.89,195.89,195.36,195.37,831
18,196.02,196.02,195.9366,195.9366,350
20,196.11,196.11,196.11,196.11,100
21,196.085,196.085,196.085,196.085,400
25,196.1799,196.1799,196.1799,196.1799,100
27,196.3,196.31,196.3,196.31,537
31,196.43,196.98,196.43,196.849,1965
32,196.5999,196.5999,196.46,196.46,637
33,196.6,196.6,196.6,196.6,1232
38,196.35,196.35,196.35,196.35,362
39,196.449,196.449,196.3529,196.3529,331
42,196.366,196.366,196.366,196.366,130
50,196.6,196.6,196.6,196.6,600
61,196.7,196.7,196.7,196.7,864
62,196.67,196.67,196.67,196.67,400
67,196.6599,196.6599,196.6599,196.6599,127
76,196.6399,196.6399,196.6399,196.6399,105
79,196.3,196.3,196.3,196.3,100
112,196.6,196.6,196.6,196.6,150
122,196.66,196.66,196.66,196.66,305
131,196.739,196.739,196.739,196.739,100
136,196.7523,196.7523,196.6284,196.6284,284
139,196.75,196.75,196.38,196.66,1814
141,196.7,196.7,196.7,196.7,100
154,196.3822,196.3822,196.3822,196.3822,107
166,196.38,196.38,196.38,196.38,225
183,196.2899,196.29,196.278,196.29,450
186,196.29,196.29,196.29,196.29,153
201,196.2199,196.2199,196.2199,196.2199,200
202,196.208,196.22,196.208,196.22,500
221,196.229,196.229,196.229,196.229,120
231,195.99,195.99,195.99,195.99,217
232,195.99,195.99,195.99,195.99,150
247,196.33,196.33,196.007,196.007,375
256,196.0261,196.0261,196.0261,196.0261,160
259,196.1458,196.1458,196.1458,196.1458,298
260,196.0605,196.0605,196.0605,196.0605,474
271,196.145,196.1675,196.145,196.1675,359
284,196.41,196.41,196.41,196.41,100
301,196.379,196.379,196.379,196.379,460
314,196.04,196.04,196.04,196.04,297
321,196.238,196.238,196.238,196.238,250
334,196.3032,196.3032,196.3032,196.3032,490
340,196.56,196.56,196.56,196.56,100
366,196.27,196.66,196.27,196.66,230
381,196.49,196.64,196.49,196.64,534
386,196.9071,196.9071,196.9071,196.9071,160
388,196.92,196.96,196.92,196.96,200
389,196.975,196.975,196.6485,196.6485,368
390,196.99,196.99,196.58,196.99,1958
a1425393000,196.64,196.64,196.64,196.64,543
16,196.2899,196.2899,196.2899,196.2899,200
22,195.885,195.885,195.885,195.885,130
46,195.91,195.91,195.91,195.91,400
54,195.996,195.996,195.75,195.75,7624
121,195.5915,195.5915,195.5915,195.5915,200
122,195.43,195.43,195.43,195.43,300
125,195.21,195.36,195.21,195.36,375
132,195.3099,195.3099,195.3099,195.3099,140
134,195.216,195.2699,195.216,195.2699,900
135,194.828,194.91,194.8,194.91,1710
145,195.43,195.43,195.43,195.43,260
152,195.2801,195.2801,195.2801,195.2801,400
155,195.28,195.28,195.28,195.28,100
167,195.4099,195.4099,195.4099,195.4099,330
175,195.3565,195.3565,195.3545,195.3545,3714
210,195.5218,195.5218,195.5218,195.5218,140
230,195.629,195.629,195.62,195.62,255
235,195.4,195.4,195.4,195.4,625
241,195.53,195.53,195.53,195.53,351
244,195.62,195.62,195.62,195.62,153
274,195.71,195.71,195.71,195.71,200
280,195.67,195.67,195.67,195.67,200
287,195.502,195.502,195.502,195.502,255
298,195.453,195.453,195.453,195.453,209
301,195.4301,195.4301,195.4301,195.4301,137
302,195.7191,195.7191,195.7191,195.7191,175
304,195.625,195.625,195.625,195.625,187
314,195.861,195.889,195.861,195.889,300
327,195.85,195.85,195.85,195.85,153
338,195.92,195.92,195.92,195.92,150
369,195.86,195.87,195.86,195.87,400
379,195.7805,195.7805,195.7805,195.7805,100
382,195.904,195.904,195.904,195.904,100
385,195.914,195.92,195.914,195.92,2354
390,195.98,195.98,195.906,195.906,200
a1425479400,195.47,195.47,195.47,195.47,1209
1,195,195,195,195,100
6,195,195,195,195,162
10,194.55,194.56,194.55,194.56,250
