EXCHANGE%3DNASDAQ
MARKET_OPEN_MINUTE=570
MARKET_CLOSE_MINUTE=960
INTERVAL=60
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
DATA=
TIMEZONE_OFFSET=-240
a1427203800,196.7,196.7,196.7,196.7,331
11,196.5,196.5,196.5,196.5,100
42,197.1548,197.1548,197.1548,197.1548,236
45,197.1956,197.1956,197.1956,197.1956,270
48,197.25,197.25,197.25,197.25,116
62,196.81,196.81,196.81,196.81,100
63,197.22,197.22,197.22,197.22,100
83,196.83,196.84,196.83,196.84,400
107,197.4599,197.4599,197.4599,197.4599,100
118,197.45,197.45,197.45,197.45,101
126,197.0801,197.0801,197.0801,197.0801,100
171,197.2025,197.2025,197.2025,197.2025,300
178,197.44,197.44,197.44,197.44,150
183,197.1,197.1,197.1,197.1,100
186,197,197,197,197,100
216,197,197,197,197,125
289,196.08,196.08,196.08,196.08,100
291,196.26,196.26,196.26,196.26,150
294,196.0101,196.0101,196.0101,196.0101,258
308,196.096,196.096,196.096,196.096,100
345,196.66,196.66,196.66,196.66,100
351,196.5,196.5,196.5,196.5,100
369,196.398,196.398,196.398,196.398,207
389,196.33,196.33,196.33,196.33,208
390,196.22,196.22,196.22,196.22,100
a1427290200,196.66,196.66,196.66,196.66,1551
6,196.25,196.25,196.25,196.25,933
13,195.664,195.664,195.664,195.664,310
14,195.37,195.37,195.37,195.37,200
16,195.57,195.57,195.57,195.57,100
19,195.2905,195.2905,195.2905,195.2905,200
26,195.2805,195.2805,195.2805,195.2805,100
27,195,195,195,195,100
52,195.43,195.43,195.43,195.43,100
54,195.348,195.348,195.348,195.348,100
57,195.414,195.414,195.414,195.414,200
72,195.01,195.01,195.01,195.01,100
98,195.06,195.06,195.06,195.06,100
109,194.55,194.55,194.55,194.55,250
122,194.2,194.2,194,194.2,300
124,194,194,194,194,100
125,193.97,193.97,193.97,193.97,124
130,193.66,193.66,193.66,193.66,150
131,193.49,193.49,193.49,193.49,100
132,193.34,193.34,193.09,193.34,600
144,193.45,193.45,193.45,193.45,100
148,193.25,193.25,193.25,193.25,100
171,193.08,193.08,193.08,193.08,100
172,193,193.095,193,193.095,240
176,192.48,192.89,192.48,192.89,5651
178,192.556,192.556,192.556,192.556,133
182,192.61,192.61,192.61,192.61,100
193,192.41,192.41,192.41,192.41,100
194,192.61,192.61,192.61,192.61,156
197,192.59,192.59,192.59,192.59,100
210,192.84,192.84,192.84,192.84,150
214,192.6365,192.6365,192.6365,192.6365,135
222,192.68,192.68,192.68,192.68,100
236,192.48,192.48,192.48,192.48,100
240,192.6948,192.6948,192.48,192.48,241
244,192.34,192.34,192.21,192.2625,588
251,192.39,192.39,192.39,192.39,200
253,192.6,192.6,192.6,192.6,520
255,192.77,192.77,192.77,192.77,200
265,192.6837,192.6837,192.6837,192.6837,122
286,192.66,192.66,192.66,192.66,100
324,192.728,192.728,192.728,192.728,200
340,192.2,192.2,192.2,192.2,100
346,192.37,192.37,192.37,192.37,520
357,192.1399,192.1399,192,192,410
358,192.08,192.08,191.96,191.96,1100
359,191.83,191.83,191.83,191.83,100
363,191.83,191.83,191.481,191.481,524
370,191.9175,191.9175,191.9175,191.9175,500
376,191.903,191.903,191.903,191.903,100
377,191.77,191.77,191.77,191.77,100
382,191.59,191.59,191.59,191.59,152
383,191.59,191.59,191.59,191.59,300
387,191.4681,191.4681,191.4681,191.4681,100
389,191.56,191.61,191.56,191.61,500
390,191.61,191.61,191.61,191.61,120
a1427376600,190.08,190.08,190.08,190.08,1755
1,188.05,190.0801,188.05,190.08,5913
5,189.745,189.745,189.745,189.745,100
19,190.7699,190.7699,190.7699,190.7699,120
22,190.63,190.63,190.63,190.63,100
29,190.05,190.05,190.05,190.05,125
32,190.192,190.199,190.192,190.199,928
44,189.77,189.77,189.77,189.77,200
46,189.5,189.5,189.5,189.5,315
63,189.77,189.77,189.77,189.77,100
75,190.633,190.633,190.633,190.633,131
78,190.5,190.5,190.5,190.5,130
96,190.64,190.64,190.64,190.64,100
116,190,190.01,190,190.01,200
139,190.902,190.902,190.902,190.902,294
144,190.9799,190.9799,190.9799,190.9799,104
145,190.9799,190.9799,190.9799,190.9799,524
159,191.19,191.19,191.19,191.19,1481
188,190.804,190.804,190.804,190.804,135
191,190.91,190.91,190.91,190.91,265
193,190.77,190.77,190.77,190.77,400
216,190.8826,190.8826,190.8826,190.8826,100
242,190.62,190.62,190.62,190.62,150
247,190.84,190.84,190.84,190.84,316
253,191.46,191.46,191.19,191.19,200
257,191.622,191.622,191.622,191.622,140
262,191.724,191.724,191.724,191.724,100
276,191.6,191.6,191.6,191.6,100
277,191.5,191.5,191.5,191.5,200
285,191.3999,191.4,191.3999,191.4,5000
296,191.5299,191.53,191.5299,191.53,5000
317,191.218,191.218,191.218,191.218,400
320,191.4899,191.4899,191.4899,191.4899,500
350,191.08,191.08,191.08,191.08,100
358,191.0525,191.12,191.0525,191.12,1490
364,191.11,191.11,191.11,191.11,100
370,190.85,190.85,190.85,190.85,236
383,191.2399,191.2399,191.2399,191.2399,300
387,191.1639,191.1639,191.1639,191.1639,200
390,191.09,191.09,191.09,191.09,100
a1427463000,191.23,191.23,191.23,191.23,1341
1,190.5115,190.5115,190.5115,190.5115,100
2,190.7649,190.7649,190.7649,190.7649,646
20,191.16,191.16,191.16,191.16,101
22,191.7899,191.7899,191.7899,191.7899,100
26,191.74,191.8199,191.74,191.8199,8775
31,191.588,191.588,191.588,191.588,201
41,191.71,191.71,191.71,191.71,299
42,191.5,191.5,191.5,191.5,470
48,190.56,190.56,190.56,190.56,100
57,191.175,191.175,191.175,191.175,700
118,191.74,191.74,191.74,191.74,260
233,191.6699,191.6699,191.6699,191.6699,131
235,191.243,191.243,191.243,191.243,250
239,191.642,191.642,191.642,191.642,100
273,191.69,191.69,191.69,191.69,300
296,191.39,191.39,191.39,191.39,200
300,191.63,191.63,191.63,191.63,150
317,191.32,191.32,191.32,191.32,10000
332,191.33,191.53,191.33,191.53,10200
335,191.53,191.53,191.53,191.53,100
339,191.4758,191.4758,191.4758,191.4758,201
350,191.4,191.4,191.4,191.4,125
357,191.36,191.36,191.36,191.36,10000
361,191.49,191.49,191.49,191.49,100
362,191.49,191.49,191.49,191.49,182
363,191.49,191.49,191.49,191.49,100
364,191.51,191.51,191.49,191.49,1500
369,191.85,191.85,191.84,191.84,1000
370,191.89,191.89,191.89,191.89,100
375,192,192,192,192,300
378,192.0001,192.0001,192.0001,192.0001,900
379,192,192.1499,192,192.1499,520
380,192,192,192,192,100
382,191.86,191.86,191.86,191.86,10000
386,191.9,191.9,191.9,191.9,800
387,191.91,191.91,191.9,191.9,1100
388,191.89,191.94,191.89,191.91,1100
389,191.84,191.93,191.84,191.93,2200
390,192.14,192.14,191.65,191.84,1100
a1427722200,193.19,193.19,193.19,193.19,1166
4,193.8799,193.8799,193.8799,193.8799,1314
5,193.7199,193.7199,193.7199,193.7199,150
6,193.67,193.67,193.67,193.67,1000
7,193.6,193.69,193.6,193.69,1200
11,193.78,193.82,193.68,193.68,1000
12,193.89,193.9,193.89,193.896,500
20,193.97,193.97,193.91,193.91,1372
39,193.44,193.69,193.44,193.69,229
40,193.31,193.31,193.31,193.31,150
50,193.27,193.27,193.27,193.27,100
53,193.22,193.27,193.22,193.27,1500
66,193.04,193.04,193.03,193.03,310
70,193.55,193.55,193.55,193.55,130
86,193.1701,193.1701,193.1701,193.1701,924
90,193.5499,193.5499,193.5499,193.5499,1040
107,193.55,193.55,193.55,193.55,1005
128,193.4001,193.4001,193.4001,193.4001,457
141,193.25,193.25,193.25,193.25,110
211,193.5601,193.5601,193.5601,193.5601,255
237,193.72,193.72,193.72,193.72,200
256,193.7401,193.7401,193.7401,193.7401,125
270,193.8035,193.8035,193.8035,193.8035,100
278,193.791,193.791,193.791,193.791,124
286,194.2117,194.2117,194.2117,194.2117,222
330,194.1936,194.1936,194.1936,194.1936,154
340,193.946,193.946,193.946,193.946,594
345,193.8801,193.8801,193.8801,193.8801,649
356,194.29,194.29,194.29,194.29,100
357,193.93,193.93,193.93,193.93,115
358,193.8801,193.8801,193.8801,193.8801,270
377,193.9635,193.9635,193.9635,193.9635,236
