EXCHANGE%3DNYSEARCA
MARKET_OPEN_MINUTE=570
MARKET_CLOSE_MINUTE=960
INTERVAL=60
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
DATA=
TIMEZONE_OFFSET=-300
a1425652200,106.72,106.72,106.72,106.72,1167
7,106.63,106.63,106.63,106.63,100
9,106.33,106.33,106.33,106.33,100
10,106.37,106.37,106.33,106.33,311
11,106.41,106.41,106.4,106.4,2545
34,106.31,106.31,106.31,106.31,100
44,106.29,106.43,106.29,106.43,1793
53,106.36,106.36,106.36,106.36,236
64,106.67,106.67,106.67,106.67,100
66,106.66,106.66,106.66,106.66,100
67,106.64,106.64,106.64,106.64,100
69,106.62,106.62,106.62,106.62,400
70,106.54,106.54,106.54,106.54,175
76,106.54,106.56,106.54,106.56,300
81,106.44,106.44,106.44,106.44,200
87,106.44,106.44,106.44,106.44,400
96,106.3,106.325,106.3,106.325,400
97,106.225,106.225,106.19,106.19,300
107,106.05,106.08,106.05,106.08,400
108,105.96,105.96,105.96,105.96,100
117,105.8,105.8,105.8,105.8,309
122,105.74,105.81,105.74,105.81,200
123,105.77,105.77,105.77,105.77,200
130,105.68,105.68,105.68,105.68,100
140,105.68,105.68,105.68,105.68,100
152,105.77,105.77,105.77,105.77,100
154,105.83,105.83,105.81,105.81,200
155,105.84,105.84,105.84,105.84,100
156,105.83,105.83,105.83,105.83,100
159,105.8,105.82,105.8,105.82,200
160,105.82,105.82,105.82,105.82,100
161,105.8,105.8,105.8,105.8,100
163,105.79,105.79,105.79,105.79,100
164,105.79,105.79,105.79,105.79,100
170,105.69,105.69,105.69,105.69,500
178,105.58,105.58,105.58,105.58,100
181,105.58,105.58,105.57,105.57,200
183,105.53,105.53,105.53,105.53,200
184,105.55,105.56,105.55,105.56,300
186,105.59,105.59,105.59,105.59,100
187,105.57,105.57,105.57,105.57,100
190,105.66,105.66,105.66,105.66,100
191,105.66,105.66,105.66,105.66,100
193,105.66,105.66,105.66,105.66,100
194,105.66,105.66,105.66,105.66,100
197,105.68,105.68,105.68,105.68,170
199,105.7,105.7,105.7,105.7,200
201,105.73,105.73,105.73,105.73,100
203,105.72,105.72,105.72,105.72,100
206,105.62,105.63,105.62,105.63,200
209,105.51,105.51,105.51,105.51,100
217,105.67,105.67,105.67,105.67,100
218,105.64,105.64,105.64,105.64,100
221,105.61,105.61,105.61,105.61,100
223,105.62,105.62,105.62,105.62,100
224,105.61,105.61,105.61,105.61,100
225,105.6,105.6,105.59,105.59,200
229,105.66,105.66,105.66,105.66,100
236,105.52,105.56,105.52,105.56,500
237,105.5,105.5,105.5,105.5,750
244,105.53,105.53,105.53,105.53,100
248,105.55,105.55,105.55,105.55,100
250,105.54,105.54,105.54,105.54,100
251,105.52,105.55,105.52,105.54,3110
253,105.56,105.56,105.56,105.56,100
260,105.51,105.51,105.51,105.51,200
263,105.54,105.54,105.54,105.54,100
265,105.56,105.56,105.56,105.56,100
266,105.56,105.56,105.56,105.56,100
268,105.55,105.55,105.55,105.55,100
269,105.57,105.57,105.56,105.56,200
272,105.61,105.61,105.61,105.61,100
273,105.62,105.62,105.62,105.62,100
274,105.62,105.62,105.62,105.62,100
281,105.69,105.69,105.68,105.68,2131
284,105.68,105.68,105.68,105.68,100
286,105.66,105.66,105.66,105.66,100
290,105.65,105.65,105.65,105.65,100
292,105.56,105.56,105.56,105.56,200
293,105.55,105.55,105.55,105.55,100
300,105.45,105.525,105.45,105.525,600
301,105.47,105.47,105.47,105.47,100
309,105.4,105.4,105.4,105.4,400
322,105.4,105.4,105.4,105.4,183
326,105.43,105.43,105.43,105.43,100
332,105.45,105.45,105.42,105.42,300
334,105.49,105.49,105.49,105.49,100
337,105.49,105.49,105.49,105.49,100
338,105.45,105.45,105.45,105.45,100
339,105.47,105.48,105.47,105.48,200
342,105.4,105.4,105.4,105.4,400
343,105.41,105.41,105.41,105.41,200
350,105.39,105.39,105.39,105.39,150
353,105.45,105.45,105.45,105.45,100
354,105.45,105.45,105.45,105.45,300
357,105.39,105.39,105.39,105.39,200
364,105.31,105.31,105.31,105.31,300
365,105.31,105.34,105.31,105.33,400
366,105.29,105.29,105.29,105.29,100
371,105.22,105.22,105.22,105.22,100
374,105.21,105.26,105.21,105.26,600
376,105.26,105.26,105.26,105.26,100
380,105.29,105.29,105.25,105.25,200
382,105.32,105.32,105.32,105.32,100
383,105.35,105.35,105.35,105.35,200
384,105.34,105.34,105.34,105.34,100
385,105.32,105.32,105.32,105.32,100
386,105.33,105.34,105.33,105.34,200
390,105.25,105.25,105.25,105.25,3084
TIMEZONE_OFFSET=-240
a1425907800,105.51,105.51,105.51,105.51,1266
1,105.5,105.51,105.5,105.51,290
15,105.15,105.15,105.15,105.15,100
17,105.15,105.15,105.15,105.15,100
26,105.33,105.33,105.33,105.33,100
40,105.47,105.47,105.45,105.45,2400
42,105.36,105.36,105.36,105.36,100
65,105.14,105.14,105.13,105.13,900
66,105.13,105.14,105.12,105.13,1100
72,105.14,105.14,105.14,105.14,100
145,105.32,105.32,105.32,105.32,312
150,105.19,105.19,105.18,105.19,666
195,105.49,105.49,105.49,105.49,100
196,105.49,105.49,105.49,105.49,100
225,105.6,105.6,105.6,105.6,600
226,105.63,105.63,105.6,105.6,15561
234,105.59,105.59,105.59,105.59,3000
244,105.7,105.7,105.7,105.7,300
257,105.85,105.85,105.85,105.85,100
267,105.81,105.81,105.74,105.74,400
279,105.78,105.78,105.78,105.78,100
280,105.75,105.77,105.75,105.77,200
286,105.77,105.77,105.77,105.77,200
301,105.68,105.68,105.68,105.68,100
302,105.67,105.67,105.67,105.67,100
326,105.79,105.79,105.79,105.79,100
328,105.75,105.75,105.75,105.75,100
379,105.94,105.94,105.94,105.94,400
380,105.94,105.94,105.94,105.94,100
382,105.87,105.95,105.87,105.95,800
383,105.87,105.87,105.87,105.87,100
385,105.9,105.9,105.89,105.89,500
386,105.92,105.92,105.92,105.92,500
387,105.9,105.9,105.89,105.89,400
390,105.88,105.91,105.87,105.91,1936
a1425994200,104.77,104.77,104.77,104.77,1362
3,104.93,104.93,104.93,104.93,100
4,104.92,104.92,104.92,104.92,100
6,104.92,104.92,104.92,104.92,100
17,104.71,104.71,104.71,104.71,100
22,104.595,104.595,104.595,104.595,100
60,104.8,104.8,104.8,104.8,922
128,104.98,104.98,104.98,104.98,270
151,104.835,104.835,104.835,104.835,200
161,104.73,104.74,104.73,104.73,300
200,104.66,104.66,104.66,104.66,100
261,104.94,104.94,104.94,104.94,100
